                       	strtok	oldstrtok
Length  144/16, alignment 15/15, fail:	28.3672	63.5312
Length  160/16, alignment  0/ 0, found:	41.5625	59.8516
Length  160/16, alignment  0/ 0, fail:	27.1484	59.7656
Length  160/16, alignment  0/ 3, found:	28.0469	59.7812
Length  160/16, alignment  0/ 3, fail:	28.4531	59.6562
Length  160/16, alignment  0/ 9, found:	28.875	59.7109
Length  160/16, alignment  0/ 9, fail:	28.3359	59.6641
Length  160/16, alignment  0/15, found:	28.6094	59.6406
Length  160/16, alignment  0/15, fail:	28.0547	59.5312
Length  160/16, alignment  3/ 0, found:	28.8672	64.3828
Length  160/16, alignment  3/ 0, fail:	28.75	64.1172
Length  160/16, alignment  3/ 3, found:	29.6641	64.6953
Length  160/16, alignment  3/ 3, fail:	28.5312	64.5859
Length  160/16, alignment  3/ 9, found:	28.9688	64.4844
Length  160/16, alignment  3/ 9, fail:	28.8828	64.6172
Length  160/16, alignment  3/15, found:	28.5469	64.4766
Length  160/16, alignment  3/15, fail:	28.6875	64.5156
Length  160/16, alignment  9/ 0, found:	28.2734	63.6172
Length  160/16, alignment  9/ 0, fail:	29.3203	63.8125
Length  160/16, alignment  9/ 3, found:	29.8047	64.5
Length  160/16, alignment  9/ 3, fail:	29.9609	64.4062
Length  160/16, alignment  9/ 9, found:	29.4688	64.5469
Length  160/16, alignment  9/ 9, fail:	29.7969	64.4375
Length  160/16, alignment  9/15, found:	29.2734	64.5703
Length  160/16, alignment  9/15, fail:	29.4453	64.4453
Length  160/16, alignment 15/ 0, found:	29.3203	63.6875
Length  160/16, alignment 15/ 0, fail:	30.0625	63.6094
Length  160/16, alignment 15/ 3, found:	29.4297	64.4609
Length  160/16, alignment 15/ 3, fail:	29.4219	64.5781
Length  160/16, alignment 15/ 9, found:	29.7812	64.4844
Length  160/16, alignment 15/ 9, fail:	29.7812	64.4609
Length  160/16, alignment 15/15, found:	29.3281	64.5
Length  160/16, alignment 15/15, fail:	29.2188	64.4141
Length  176/16, alignment  0/ 0, found:	31.6562	61.9688
Length  176/16, alignment  0/ 0, fail:	31.2656	61.625
Length  176/16, alignment  0/ 3, found:	30.3516	60.9766
Length  176/16, alignment  0/ 3, fail:	30.1719	60.75
Length  176/16, alignment  0/ 9, found:	30.1641	60.6953
Length  176/16, alignment  0/ 9, fail:	29.7188	60.6641
Length  176/16, alignment  0/15, found:	30	60.6719
Length  176/16, alignment  0/15, fail:	29.7969	60.5312
Length  176/16, alignment  3/ 0, found:	30.4531	66.8281
Length  176/16, alignment  3/ 0, fail:	29.1172	66.6562
Length  176/16, alignment  3/ 3, found:	29.8047	67.2188
Length  176/16, alignment  3/ 3, fail:	29.5703	66.9609
Length  176/16, alignment  3/ 9, found:	29.6406	67.0859
Length  176/16, alignment  3/ 9, fail:	29.5859	67.0234
Length  176/16, alignment  3/15, found:	29.4141	66.9375
Length  176/16, alignment  3/15, fail:	29.25	66.9766
Length  176/16, alignment  9/ 0, found:	28.8828	66.5312
Length  176/16, alignment  9/ 0, fail:	29.3594	66.5703
Length  176/16, alignment  9/ 3, found:	29.1094	67.0312
Length  176/16, alignment  9/ 3, fail:	29.25	66.9297
Length  176/16, alignment  9/ 9, found:	29.2734	66.9141
Length  176/16, alignment  9/ 9, fail:	29.2422	66.8359
Length  176/16, alignment  9/15, found:	29.2344	66.9219
Length  176/16, alignment  9/15, fail:	28.6797	66.8516
Length  176/16, alignment 15/ 0, found:	28.5859	81.1328
Length  176/16, alignment 15/ 0, fail:	29.9219	66.5078
Length  176/16, alignment 15/ 3, found:	30.3906	66.8359
Length  176/16, alignment 15/ 3, fail:	29.5391	66.8281
Length  176/16, alignment 15/ 9, found:	29.7969	66.875
Length  176/16, alignment 15/ 9, fail:	30.5781	66.9062
Length  176/16, alignment 15/15, found:	29.7969	66.8438
Length  176/16, alignment 15/15, fail:	29.5156	66.8828
Length  192/16, alignment  0/ 0, found:	32.4922	64.0703
Length  192/16, alignment  0/ 0, fail:	32.4688	63.8828
Length  192/16, alignment  0/ 3, found:	31.1797	65.2891
Length  192/16, alignment  0/ 3, fail:	30.9219	65.0312
Length  192/16, alignment  0/ 9, found:	30.2578	64.8516
Length  192/16, alignment  0/ 9, fail:	30.7344	64.9297
Length  192/16, alignment  0/15, found:	30.4844	64.7812
Length  192/16, alignment  0/15, fail:	30.3906	64.7578
Length  192/16, alignment  3/ 0, found:	31.4922	69.7578
Length  192/16, alignment  3/ 0, fail:	30.7734	69.5156
Length  192/16, alignment  3/ 3, found:	32.2812	69.6641
Length  192/16, alignment  3/ 3, fail:	29.9062	69.5
Length  192/16, alignment  3/ 9, found:	29.5078	69.3516
Length  192/16, alignment  3/ 9, fail:	29.2969	69.2188
Length  192/16, alignment  3/15, found:	29.4375	69.3125
Length  192/16, alignment  3/15, fail:	29.2656	69.2266
Length  192/16, alignment  9/ 0, found:	29.6875	69.2891
Length  192/16, alignment  9/ 0, fail:	29.9844	69.3438
Length  192/16, alignment  9/ 3, found:	29.5469	69.1953
Length  192/16, alignment  9/ 3, fail:	29.8125	69.2266
Length  192/16, alignment  9/ 9, found:	29.2734	69.2812
Length  192/16, alignment  9/ 9, fail:	29.8438	69.2969
Length  192/16, alignment  9/15, found:	29.8359	69.1328
Length  192/16, alignment  9/15, fail:	29.8203	69.2266
Length  192/16, alignment 15/ 0, found:	28.9688	69.3359
Length  192/16, alignment 15/ 0, fail:	28.7891	69.3203
Length  192/16, alignment 15/ 3, found:	29.8672	69.2188
Length  192/16, alignment 15/ 3, fail:	29.5781	69.2812
Length  192/16, alignment 15/ 9, found:	29.4688	69.1797
Length  192/16, alignment 15/ 9, fail:	29.2656	69.2031
Length  192/16, alignment 15/15, found:	29.2891	69.1875
Length  192/16, alignment 15/15, fail:	29.4609	69.1719
Length  208/16, alignment  0/ 0, found:	32.375	65.7031
Length  208/16, alignment  0/ 0, fail:	32.4141	65.8125
Length  208/16, alignment  0/ 3, found:	32.1328	66.2578
Length  208/16, alignment  0/ 3, fail:	32.1562	65.9922
Length  208/16, alignment  0/ 9, found:	31.7969	65.8047
Length  208/16, alignment  0/ 9, fail:	32.7031	65.8047
Length  208/16, alignment  0/15, found:	32.9062	65.8359
Length  208/16, alignment  0/15, fail:	32.0391	65.7969
Length  208/16, alignment  3/ 0, found:	32.4531	70.1172
Length  208/16, alignment  3/ 0, fail:	31.2656	70.1172
Length  208/16, alignment  3/ 3, found:	32.1641	70.875
Length  208/16, alignment  3/ 3, fail:	32.125	70.8594
Length  208/16, alignment  3/ 9, found:	31.5078	70.4297
Length  208/16, alignment  3/ 9, fail:	31	70.3984
Length  208/16, alignment  3/15, found:	33.0234	70.4531
Length  208/16, alignment  3/15, fail:	33.2031	70.4297
Length  208/16, alignment  9/ 0, found:	31.0625	69.9141
Length  208/16, alignment  9/ 0, fail:	32.3594	69.9062
Length  208/16, alignment  9/ 3, found:	33.2266	70.3594
Length  208/16, alignment  9/ 3, fail:	33.0703	70.4531
Length  208/16, alignment  9/ 9, found:	33.2109	70.375
Length  208/16, alignment  9/ 9, fail:	32.1562	70.3906
Length  208/16, alignment  9/15, found:	32.6562	70.3906
Length  208/16, alignment  9/15, fail:	31.6172	70.4375
Length  208/16, alignment 15/ 0, found:	31.6172	69.8828
Length  208/16, alignment 15/ 0, fail:	31.8516	69.9297
Length  208/16, alignment 15/ 3, found:	32.2734	70.4609
Length  208/16, alignment 15/ 3, fail:	32.0938	70.3984
Length  208/16, alignment 15/ 9, found:	32.0703	70.4141
Length  208/16, alignment 15/ 9, fail:	31.6484	70.4062
Length  208/16, alignment 15/15, found:	32.6016	70.3828
Length  208/16, alignment 15/15, fail:	33.2188	70.375
Length  224/16, alignment  0/ 0, found:	30.8203	66.8984
Length  224/16, alignment  0/ 0, fail:	29.7188	66.7891
Length  224/16, alignment  0/ 3, found:	33.8516	66.6016
Length  224/16, alignment  0/ 3, fail:	33.75	66.6953
Length  224/16, alignment  0/ 9, found:	32.9609	66.5
Length  224/16, alignment  0/ 9, fail:	33.2031	66.4062
Length  224/16, alignment  0/15, found:	34	66.5625
Length  224/16, alignment  0/15, fail:	34.0078	66.5781
Length  224/16, alignment  3/ 0, found:	33.6562	70.6094
Length  224/16, alignment  3/ 0, fail:	34.625	70.5938
Length  224/16, alignment  3/ 3, found:	35.2812	72.1016
Length  224/16, alignment  3/ 3, fail:	35.6875	72.0547
Length  224/16, alignment  3/ 9, found:	34.8672	71.6719
Length  224/16, alignment  3/ 9, fail:	35.0703	71.5703
Length  224/16, alignment  3/15, found:	35.1484	71.7969
Length  224/16, alignment  3/15, fail:	34.0781	71.7969
Length  224/16, alignment  9/ 0, found:	34.0469	70.5547
Length  224/16, alignment  9/ 0, fail:	34.4766	70.5781
Length  224/16, alignment  9/ 3, found:	34.5938	71.7578
Length  224/16, alignment  9/ 3, fail:	34.9375	71.6172
Length  224/16, alignment  9/ 9, found:	35.1406	71.6641
Length  224/16, alignment  9/ 9, fail:	35.0391	71.7266
Length  224/16, alignment  9/15, found:	34.7109	71.7812
Length  224/16, alignment  9/15, fail:	34.3828	71.75
Length  224/16, alignment 15/ 0, found:	33.9375	70.5156
Length  224/16, alignment 15/ 0, fail:	34.4766	70.4922
Length  224/16, alignment 15/ 3, found:	34.4219	71.7031
Length  224/16, alignment 15/ 3, fail:	34.3438	71.6094
Length  224/16, alignment 15/ 9, found:	34.3984	71.6875
Length  224/16, alignment 15/ 9, fail:	34.3672	71.7812
Length  224/16, alignment 15/15, found:	34.3594	71.6953
Length  224/16, alignment 15/15, fail:	34.9141	71.6641
Length  240/16, alignment  0/ 0, found:	31.4453	68.7969
Length  240/16, alignment  0/ 0, fail:	46.3594	68.7031
Length  240/16, alignment  0/ 3, found:	35.5078	67.6562
Length  240/16, alignment  0/ 3, fail:	36.9766	67.5625
Length  240/16, alignment  0/ 9, found:	36.7344	67.5703
Length  240/16, alignment  0/ 9, fail:	36.8672	67.3984
Length  240/16, alignment  0/15, found:	35.0391	67.4375
Length  240/16, alignment  0/15, fail:	35.0938	67.4375
Length  240/16, alignment  3/ 0, found:	34.9219	73.6797
Length  240/16, alignment  3/ 0, fail:	35.6016	73.4766
Length  240/16, alignment  3/ 3, found:	35.7812	74.2891
Length  240/16, alignment  3/ 3, fail:	35.4609	74.1328
Length  240/16, alignment  3/ 9, found:	34.5547	73.9297
Length  240/16, alignment  3/ 9, fail:	35.4688	74.0234
Length  240/16, alignment  3/15, found:	34.5703	73.8828
Length  240/16, alignment  3/15, fail:	34.3906	73.8672
Length  240/16, alignment  9/ 0, found:	33.9922	73.3047
Length  240/16, alignment  9/ 0, fail:	34.9766	73.4844
Length  240/16, alignment  9/ 3, found:	34.6094	73.9531
Length  240/16, alignment  9/ 3, fail:	34.0312	73.9297
Length  240/16, alignment  9/ 9, found:	34.5625	73.7969
Length  240/16, alignment  9/ 9, fail:	34.9609	73.7891
Length  240/16, alignment  9/15, found:	34.2266	73.8047
Length  240/16, alignment  9/15, fail:	34.9219	73.8516
Length  240/16, alignment 15/ 0, found:	35.0625	73.3047
Length  240/16, alignment 15/ 0, fail:	35.0625	73.3906
Length  240/16, alignment 15/ 3, found:	34.9688	73.8438
Length  240/16, alignment 15/ 3, fail:	35.25	73.8359
Length  240/16, alignment 15/ 9, found:	35.2812	74.0078
Length  240/16, alignment 15/ 9, fail:	35.4922	73.8203
Length  240/16, alignment 15/15, found:	34.9219	73.8125
Length  240/16, alignment 15/15, fail:	35.5078	74.125
Length   34/17, alignment  0/ 0, found:	103.953	131.195
Length   34/17, alignment  0/ 0, fail:	58.75	130.367
Length   34/17, alignment  0/ 3, found:	59.7266	128.461
Length   34/17, alignment  0/ 3, fail:	60.1719	131.258
Length   34/17, alignment  0/ 9, found:	60.6797	127.156
Length   34/17, alignment  0/ 9, fail:	60.4297	124.867
Length   34/17, alignment  0/15, found:	59.9922	128.609
Length   34/17, alignment  0/15, fail:	59.9688	128.398
Length   34/17, alignment  3/ 0, found:	58.9922	130.594
Length   34/17, alignment  3/ 0, fail:	58.7969	130.539
Length   34/17, alignment  3/ 3, found:	60.3516	127.516
Length   34/17, alignment  3/ 3, fail:	74.6328	128.328
Length   34/17, alignment  3/ 9, found:	60.7422	124.016
Length   34/17, alignment  3/ 9, fail:	60.8984	125.305
Length   34/17, alignment  3/15, found:	60.4453	127.773
Length   34/17, alignment  3/15, fail:	60.4531	126.695
Length   34/17, alignment  9/ 0, found:	58.875	130.242
Length   34/17, alignment  9/ 0, fail:	58.8594	130.195
Length   34/17, alignment  9/ 3, found:	60.4531	126.461
Length   34/17, alignment  9/ 3, fail:	60.4609	126.453
Length   34/17, alignment  9/ 9, found:	60.7969	124.812
Length   34/17, alignment  9/ 9, fail:	60.7812	124.32
Length   34/17, alignment  9/15, found:	60.3828	127.555
Length   34/17, alignment  9/15, fail:	60.3828	128.461
Length   34/17, alignment 15/ 0, found:	59.1016	130.43
Length   34/17, alignment 15/ 0, fail:	58.9766	130.359
Length   34/17, alignment 15/ 3, found:	60.5312	127.586
Length   34/17, alignment 15/ 3, fail:	60.8906	128.305
Length   34/17, alignment 15/ 9, found:	61.2969	126.531
Length   34/17, alignment 15/ 9, fail:	61.3359	126.156
Length   34/17, alignment 15/15, found:	60.75	128.156
Length   34/17, alignment 15/15, fail:	60.8438	127.32
Length   51/17, alignment  0/ 0, found:	65.4688	133.977
Length   51/17, alignment  0/ 0, fail:	66.4922	133.539
Length   51/17, alignment  0/ 3, found:	67.5078	133.727
Length   51/17, alignment  0/ 3, fail:	66.5156	134.078
Length   51/17, alignment  0/ 9, found:	66.2578	133.625
Length   51/17, alignment  0/ 9, fail:	66.1797	133.828
Length   51/17, alignment  0/15, found:	67.2812	134.086
Length   51/17, alignment  0/15, fail:	66.7422	133.719
Length   51/17, alignment  3/ 0, found:	66.4609	147.891
Length   51/17, alignment  3/ 0, fail:	66.8125	134.07
Length   51/17, alignment  3/ 3, found:	67.625	134.062
Length   51/17, alignment  3/ 3, fail:	67.5781	134.82
Length   51/17, alignment  3/ 9, found:	67.125	135.938
Length   51/17, alignment  3/ 9, fail:	67.1328	135.539
Length   51/17, alignment  3/15, found:	67.8125	134.227
Length   51/17, alignment  3/15, fail:	67.8203	134.859
Length   51/17, alignment  9/ 0, found:	66.6406	133.406
Length   51/17, alignment  9/ 0, fail:	66.6953	133.367
Length   51/17, alignment  9/ 3, found:	67.3203	132.773
Length   51/17, alignment  9/ 3, fail:	67.0859	134.242
Length   51/17, alignment  9/ 9, found:	67.1328	134.203
Length   51/17, alignment  9/ 9, fail:	66.9062	133.195
Length   51/17, alignment  9/15, found:	67.2109	132.914
Length   51/17, alignment  9/15, fail:	67.3047	132.781
Length   51/17, alignment 15/ 0, found:	66.3984	133.711
Length   51/17, alignment 15/ 0, fail:	66.7891	133.477
Length   51/17, alignment 15/ 3, found:	68.1172	133.375
Length   51/17, alignment 15/ 3, fail:	68.0234	133.352
Length   51/17, alignment 15/ 9, found:	67.5312	133.516
Length   51/17, alignment 15/ 9, fail:	67.6797	133.625
Length   51/17, alignment 15/15, found:	67.8828	133.117
Length   51/17, alignment 15/15, fail:	68.1016	134.031
Length   68/17, alignment  0/ 0, found:	75.375	147
Length   68/17, alignment  0/ 0, fail:	74.8594	144.141
Length   68/17, alignment  0/ 3, found:	76.8438	144.742
Length   68/17, alignment  0/ 3, fail:	76.9844	145.781
Length   68/17, alignment  0/ 9, found:	74.1328	161.703
Length   68/17, alignment  0/ 9, fail:	74.7188	145.969
Length   68/17, alignment  0/15, found:	75.5781	146.312
Length   68/17, alignment  0/15, fail:	75.625	146.711
Length   68/17, alignment  3/ 0, found:	75.2266	146.266
Length   68/17, alignment  3/ 0, fail:	74.7734	146.422
Length   68/17, alignment  3/ 3, found:	75.7656	145.375
Length   68/17, alignment  3/ 3, fail:	75.2031	145.375
Length   68/17, alignment  3/ 9, found:	74.7812	145.453
Length   68/17, alignment  3/ 9, fail:	74.5	144.539
Length   68/17, alignment  3/15, found:	75.3906	146.219
Length   68/17, alignment  3/15, fail:	75.7656	143.453
Length   68/17, alignment  9/ 0, found:	74.9219	145.461
Length   68/17, alignment  9/ 0, fail:	74.9531	145.602
Length   68/17, alignment  9/ 3, found:	75.3984	145.633
Length   68/17, alignment  9/ 3, fail:	75.5156	146.445
Length   68/17, alignment  9/ 9, found:	74.0156	145.203
Length   68/17, alignment  9/ 9, fail:	74.3516	145.078
Length   68/17, alignment  9/15, found:	75.4688	146.609
Length   68/17, alignment  9/15, fail:	74.8438	146.352
Length   68/17, alignment 15/ 0, found:	74.7656	146.492
Length   68/17, alignment 15/ 0, fail:	74.8281	145.719
Length   68/17, alignment 15/ 3, found:	75.0547	144.812
Length   68/17, alignment 15/ 3, fail:	75.3984	144.812
Length   68/17, alignment 15/ 9, found:	74.3828	144.391
Length   68/17, alignment 15/ 9, fail:	73.7578	144.188
Length   68/17, alignment 15/15, found:	75.125	160.016
Length   68/17, alignment 15/15, fail:	75.4766	145.375
Length   85/17, alignment  0/ 0, found:	86.5391	157.055
Length   85/17, alignment  0/ 0, fail:	85.9141	157.883
Length   85/17, alignment  0/ 3, found:	86.3672	156.539
Length   85/17, alignment  0/ 3, fail:	85.8359	156.141
Length   85/17, alignment  0/ 9, found:	83.8359	154.82
Length   85/17, alignment  0/ 9, fail:	83.9297	153.078
Length   85/17, alignment  0/15, found:	85.7266	155.367
Length   85/17, alignment  0/15, fail:	85.1328	156.031
Length   85/17, alignment  3/ 0, found:	86.0625	157.102
Length   85/17, alignment  3/ 0, fail:	85.7188	156.766
Length   85/17, alignment  3/ 3, found:	85.6562	156.25
Length   85/17, alignment  3/ 3, fail:	85.6953	156.828
Length   85/17, alignment  3/ 9, found:	81.7891	154.844
Length   85/17, alignment  3/ 9, fail:	82.0391	155.156
Length   85/17, alignment  3/15, found:	84.7969	156
Length   85/17, alignment  3/15, fail:	85.5547	155.992
Length   85/17, alignment  9/ 0, found:	85.2812	156.75
Length   85/17, alignment  9/ 0, fail:	85.8203	156.352
Length   85/17, alignment  9/ 3, found:	85.3359	154.633
Length   85/17, alignment  9/ 3, fail:	85.7344	154.539
Length   85/17, alignment  9/ 9, found:	81.8828	153.125
Length   85/17, alignment  9/ 9, fail:	82.5156	153.078
Length   85/17, alignment  9/15, found:	85.8125	154.891
Length   85/17, alignment  9/15, fail:	101.359	155.68
Length   85/17, alignment 15/ 0, found:	85.1016	157.328
Length   85/17, alignment 15/ 0, fail:	85.3359	156.742
Length   85/17, alignment 15/ 3, found:	85.2109	156.703
Length   85/17, alignment 15/ 3, fail:	85.7969	156.852
Length   85/17, alignment 15/ 9, found:	82.9766	154.188
Length   85/17, alignment 15/ 9, fail:	82.3516	154.68
Length   85/17, alignment 15/15, found:	85.2969	156.844
Length   85/17, alignment 15/15, fail:	85.5391	156.773
Length  102/17, alignment  0/ 0, found:	95.4375	164.688
Length  102/17, alignment  0/ 0, fail:	95.0234	164.039
Length  102/17, alignment  0/ 3, found:	95.6406	164.539
Length  102/17, alignment  0/ 3, fail:	94.2422	164.367
Length  102/17, alignment  0/ 9, found:	93.4922	165.141
Length  102/17, alignment  0/ 9, fail:	93.2578	164.688
Length  102/17, alignment  0/15, found:	94.5391	165.648
Length  102/17, alignment  0/15, fail:	94.1797	166.398
Length  102/17, alignment  3/ 0, found:	94.6562	164.664
Length  102/17, alignment  3/ 0, fail:	94.4922	164.477
Length  102/17, alignment  3/ 3, found:	94.4844	164.281
Length  102/17, alignment  3/ 3, fail:	94.7266	164.312
Length  102/17, alignment  3/ 9, found:	92.9922	164.664
Length  102/17, alignment  3/ 9, fail:	93.6797	165.984
Length  102/17, alignment  3/15, found:	107.688	163.578
Length  102/17, alignment  3/15, fail:	94.8594	163.594
Length  102/17, alignment  9/ 0, found:	94.5547	164.047
Length  102/17, alignment  9/ 0, fail:	94.2266	163.656
Length  102/17, alignment  9/ 3, found:	94.2656	162.75
Length  102/17, alignment  9/ 3, fail:	94.3516	162.078
Length  102/17, alignment  9/ 9, found:	93.5156	164.922
Length  102/17, alignment  9/ 9, fail:	92.9062	163.461
Length  102/17, alignment  9/15, found:	94.4062	163.805
Length  102/17, alignment  9/15, fail:	93.9766	163.945
Length  102/17, alignment 15/ 0, found:	94.25	162.844
Length  102/17, alignment 15/ 0, fail:	94.4219	164.023
