                       	strcasestr	simple_strcasestr
Length   65/5, alignment 15/ 9, found:	88.9062	160.336
Length   65/5, alignment 15/ 9, fail:	76.125	141.602
Length   65/5, alignment 15/15, found:	82.8359	143.898
Length   65/5, alignment 15/15, fail:	73.3047	139.539
Length   70/5, alignment  0/ 0, found:	84.7188	151.891
Length   70/5, alignment  0/ 0, fail:	76.6719	147.164
Length   70/5, alignment  0/ 3, found:	84.0625	149.531
Length   70/5, alignment  0/ 3, fail:	76.4297	146.305
Length   70/5, alignment  0/ 9, found:	84.0703	151.562
Length   70/5, alignment  0/ 9, fail:	76.1094	147.766
Length   70/5, alignment  0/15, found:	84.0234	149.664
Length   70/5, alignment  0/15, fail:	76.3984	147.359
Length   70/5, alignment  3/ 0, found:	85.1016	150.227
Length   70/5, alignment  3/ 0, fail:	78.6484	146.188
Length   70/5, alignment  3/ 3, found:	85.5859	149.438
Length   70/5, alignment  3/ 3, fail:	77.2031	147.336
Length   70/5, alignment  3/ 9, found:	85.5391	149.477
Length   70/5, alignment  3/ 9, fail:	70.7656	146.359
Length   70/5, alignment  3/15, found:	84.4844	149.773
Length   70/5, alignment  3/15, fail:	76.2266	146.125
Length   70/5, alignment  9/ 0, found:	84.5781	149.984
Length   70/5, alignment  9/ 0, fail:	71.4531	147.523
Length   70/5, alignment  9/ 3, found:	84.2578	149.648
Length   70/5, alignment  9/ 3, fail:	76.3125	145.805
Length   70/5, alignment  9/ 9, found:	85.9062	149.391
Length   70/5, alignment  9/ 9, fail:	77.3828	164.508
Length   70/5, alignment  9/15, found:	85.8438	150.25
Length   70/5, alignment  9/15, fail:	76.2578	145.992
Length   70/5, alignment 15/ 0, found:	85.7969	149.727
Length   70/5, alignment 15/ 0, fail:	76.2969	147.953
Length   70/5, alignment 15/ 3, found:	83.4453	149.82
Length   70/5, alignment 15/ 3, fail:	76.7266	145.93
Length   70/5, alignment 15/ 9, found:	83.3594	150.656
Length   70/5, alignment 15/ 9, fail:	76.4062	145.773
Length   70/5, alignment 15/15, found:	84.0391	149.445
Length   70/5, alignment 15/15, fail:	76.25	146.344
Length   75/5, alignment  0/ 0, found:	87.8594	156.578
Length   75/5, alignment  0/ 0, fail:	79.3125	152.156
Length   75/5, alignment  0/ 3, found:	93.875	156.219
Length   75/5, alignment  0/ 3, fail:	79.7031	151.531
Length   75/5, alignment  0/ 9, found:	95.5703	155.695
Length   75/5, alignment  0/ 9, fail:	79.3281	152.172
Length   75/5, alignment  0/15, found:	93.9531	155.148
Length   75/5, alignment  0/15, fail:	79.4766	151.914
Length   75/5, alignment  3/ 0, found:	94.4766	155.758
Length   75/5, alignment  3/ 0, fail:	79.3281	152.047
Length   75/5, alignment  3/ 3, found:	93.8516	155.82
Length   75/5, alignment  3/ 3, fail:	79.4609	151.297
Length   75/5, alignment  3/ 9, found:	94.0391	155.766
Length   75/5, alignment  3/ 9, fail:	79.4219	151.867
Length   75/5, alignment  3/15, found:	93.0938	178.305
Length   75/5, alignment  3/15, fail:	79.5391	151.375
Length   75/5, alignment  9/ 0, found:	94.1016	155.039
Length   75/5, alignment  9/ 0, fail:	79.4766	152.062
Length   75/5, alignment  9/ 3, found:	94.9688	155.133
Length   75/5, alignment  9/ 3, fail:	79.4062	152.07
Length   75/5, alignment  9/ 9, found:	88.5781	155.445
Length   75/5, alignment  9/ 9, fail:	80.9609	152.484
Length   75/5, alignment  9/15, found:	86.6172	155.531
Length   75/5, alignment  9/15, fail:	79.3203	151.953
Length   75/5, alignment 15/ 0, found:	86.7734	155.047
Length   75/5, alignment 15/ 0, fail:	80.4688	151.516
Length   75/5, alignment 15/ 3, found:	86.8906	155.086
Length   75/5, alignment 15/ 3, fail:	79.2656	152.523
Length   75/5, alignment 15/ 9, found:	89.8281	155.555
Length   75/5, alignment 15/ 9, fail:	80.9609	152.469
Length   75/5, alignment 15/15, found:	89.9141	155.078
Length   75/5, alignment 15/15, fail:	79.8516	152.5
Length   12/6, alignment  0/ 0, found:	49.1875	89.1797
Length   12/6, alignment  0/ 0, fail:	42.7422	82.625
Length   12/6, alignment  0/ 3, found:	52.8516	89.8281
Length   12/6, alignment  0/ 3, fail:	47.2109	82.5391
Length   12/6, alignment  0/ 9, found:	55.0078	88.1875
Length   12/6, alignment  0/ 9, fail:	47.1641	82.4844
Length   12/6, alignment  0/15, found:	53.2578	88.6562
Length   12/6, alignment  0/15, fail:	46.6719	82.3516
Length   12/6, alignment  3/ 0, found:	53.9219	88.2891
Length   12/6, alignment  3/ 0, fail:	47.5234	82.6406
Length   12/6, alignment  3/ 3, found:	53.6719	88.0781
Length   12/6, alignment  3/ 3, fail:	73.8438	82.2969
Length   12/6, alignment  3/ 9, found:	53.6953	88
Length   12/6, alignment  3/ 9, fail:	46.4844	82.7344
Length   12/6, alignment  3/15, found:	53.3359	89.5469
Length   12/6, alignment  3/15, fail:	47.875	82.8281
Length   12/6, alignment  9/ 0, found:	53.7188	89.3672
Length   12/6, alignment  9/ 0, fail:	47.8984	82.6797
Length   12/6, alignment  9/ 3, found:	53.0156	88.0859
Length   12/6, alignment  9/ 3, fail:	47.2891	81.9062
Length   12/6, alignment  9/ 9, found:	55.0547	87.625
Length   12/6, alignment  9/ 9, fail:	48.0938	82.5781
Length   12/6, alignment  9/15, found:	51.6484	88.0078
Length   12/6, alignment  9/15, fail:	47.6016	81.7656
Length   12/6, alignment 15/ 0, found:	54.75	87.7734
Length   12/6, alignment 15/ 0, fail:	47.9531	82.3359
Length   12/6, alignment 15/ 3, found:	54.8281	87.4375
Length   12/6, alignment 15/ 3, fail:	47.9844	81.8906
Length   12/6, alignment 15/ 9, found:	53.7734	87.3984
Length   12/6, alignment 15/ 9, fail:	47.5781	82.5938
Length   12/6, alignment 15/15, found:	53.7734	87.5234
Length   12/6, alignment 15/15, fail:	46.5	81.875
Length   18/6, alignment  0/ 0, found:	57.9219	96.8516
Length   18/6, alignment  0/ 0, fail:	50.4219	90.9609
Length   18/6, alignment  0/ 3, found:	53.9062	94.8281
Length   18/6, alignment  0/ 3, fail:	48.1953	92.5156
Length   18/6, alignment  0/ 9, found:	53.6016	95.625
Length   18/6, alignment  0/ 9, fail:	50.3906	91.3359
Length   18/6, alignment  0/15, found:	54.2734	95.6406
Length   18/6, alignment  0/15, fail:	50.3203	91.1719
Length   18/6, alignment  3/ 0, found:	53.9922	94.5625
Length   18/6, alignment  3/ 0, fail:	50.0859	91.2891
Length   18/6, alignment  3/ 3, found:	57.0625	94.3984
Length   18/6, alignment  3/ 3, fail:	51.1328	90.8203
Length   18/6, alignment  3/ 9, found:	54.4062	95.5
Length   18/6, alignment  3/ 9, fail:	49.9766	90.8047
Length   18/6, alignment  3/15, found:	53.9766	94.5547
Length   18/6, alignment  3/15, fail:	51.3047	91.2109
Length   18/6, alignment  9/ 0, found:	52.8125	94.6797
Length   18/6, alignment  9/ 0, fail:	51.3516	91.0859
Length   18/6, alignment  9/ 3, found:	54.1094	112.367
Length   18/6, alignment  9/ 3, fail:	50.8125	92.6328
Length   18/6, alignment  9/ 9, found:	55.1875	94.5312
Length   18/6, alignment  9/ 9, fail:	49.9453	91.2344
Length   18/6, alignment  9/15, found:	57.2188	94.5234
Length   18/6, alignment  9/15, fail:	52.2422	90.8359
Length   18/6, alignment 15/ 0, found:	53.875	94.9453
Length   18/6, alignment 15/ 0, fail:	51.3359	90.8672
Length   18/6, alignment 15/ 3, found:	57.0312	94.8594
Length   18/6, alignment 15/ 3, fail:	49.5	91.1016
Length   18/6, alignment 15/ 9, found:	52.7578	94.2656
Length   18/6, alignment 15/ 9, fail:	50.5156	91.3516
Length   18/6, alignment 15/15, found:	51.6562	94.625
Length   18/6, alignment 15/15, fail:	50.0312	90.875
Length   24/6, alignment  0/ 0, found:	57.5312	102.102
Length   24/6, alignment  0/ 0, fail:	49.25	96.3984
Length   24/6, alignment  0/ 3, found:	56.7812	103.906
Length   24/6, alignment  0/ 3, fail:	48.7266	97.2734
Length   24/6, alignment  0/ 9, found:	56.3438	101.773
Length   24/6, alignment  0/ 9, fail:	48.5781	97.8047
Length   24/6, alignment  0/15, found:	57.4531	101.906
Length   24/6, alignment  0/15, fail:	50.3438	95.7031
Length   24/6, alignment  3/ 0, found:	57.0781	103.211
Length   24/6, alignment  3/ 0, fail:	48.6953	97.7266
Length   24/6, alignment  3/ 3, found:	56.0625	102.07
Length   24/6, alignment  3/ 3, fail:	50.4141	97.7891
Length   24/6, alignment  3/ 9, found:	57.2812	101.547
Length   24/6, alignment  3/ 9, fail:	48.0547	96.3281
Length   24/6, alignment  3/15, found:	55.6328	103.25
Length   24/6, alignment  3/15, fail:	49.4219	95.3594
Length   24/6, alignment  9/ 0, found:	57.1484	103.406
Length   24/6, alignment  9/ 0, fail:	48.2812	96.0469
Length   24/6, alignment  9/ 3, found:	56.5859	101.883
Length   24/6, alignment  9/ 3, fail:	48.4844	96.0234
Length   24/6, alignment  9/ 9, found:	56.8047	101.719
Length   24/6, alignment  9/ 9, fail:	49.8359	95.9688
Length   24/6, alignment  9/15, found:	56.8203	101.227
Length   24/6, alignment  9/15, fail:	50.2812	122.227
Length   24/6, alignment 15/ 0, found:	65.3984	102.672
Length   24/6, alignment 15/ 0, fail:	51.2812	96.3047
Length   24/6, alignment 15/ 3, found:	64.7031	101.172
Length   24/6, alignment 15/ 3, fail:	49.9844	95.375
Length   24/6, alignment 15/ 9, found:	55.2422	101.828
Length   24/6, alignment 15/ 9, fail:	49.75	96.0859
Length   24/6, alignment 15/15, found:	55.7578	104.258
Length   24/6, alignment 15/15, fail:	48.7109	95.8359
Length   30/6, alignment  0/ 0, found:	68.7344	109.75
Length   30/6, alignment  0/ 0, fail:	52.6484	103.734
Length   30/6, alignment  0/ 3, found:	69.0547	110.766
Length   30/6, alignment  0/ 3, fail:	51.9531	102.453
Length   30/6, alignment  0/ 9, found:	68.125	111.031
Length   30/6, alignment  0/ 9, fail:	51.625	103.094
Length   30/6, alignment  0/15, found:	68.2188	109.062
Length   30/6, alignment  0/15, fail:	53.6641	104.391
Length   30/6, alignment  3/ 0, found:	68.0859	109.773
Length   30/6, alignment  3/ 0, fail:	53.6406	104.445
Length   30/6, alignment  3/ 3, found:	68.6016	109
Length   30/6, alignment  3/ 3, fail:	53.7031	105.031
Length   30/6, alignment  3/ 9, found:	69.2578	109.656
Length   30/6, alignment  3/ 9, fail:	53.2031	102.938
Length   30/6, alignment  3/15, found:	68.9844	109.977
Length   30/6, alignment  3/15, fail:	52.3125	104.5
Length   30/6, alignment  9/ 0, found:	66.9219	110.312
Length   30/6, alignment  9/ 0, fail:	52.1797	104.133
Length   30/6, alignment  9/ 3, found:	65.5312	110.711
Length   30/6, alignment  9/ 3, fail:	52.6797	104.961
Length   30/6, alignment  9/ 9, found:	67.4922	108.953
Length   30/6, alignment  9/ 9, fail:	53.5938	104.797
Length   30/6, alignment  9/15, found:	68.2734	109.977
Length   30/6, alignment  9/15, fail:	52.9844	103.336
Length   30/6, alignment 15/ 0, found:	67.0312	108.93
Length   30/6, alignment 15/ 0, fail:	52.5625	123.133
Length   30/6, alignment 15/ 3, found:	68.1172	108.867
Length   30/6, alignment 15/ 3, fail:	53.8438	103.078
Length   30/6, alignment 15/ 9, found:	67.1406	109.102
Length   30/6, alignment 15/ 9, fail:	53.8359	104.164
Length   30/6, alignment 15/15, found:	68.7031	110.531
Length   30/6, alignment 15/15, fail:	53.9375	104.461
Length   36/6, alignment  0/ 0, found:	72.6875	119.367
Length   36/6, alignment  0/ 0, fail:	58.0859	113.844
Length   36/6, alignment  0/ 3, found:	72	117.336
Length   36/6, alignment  0/ 3, fail:	57.7188	111.398
Length   36/6, alignment  0/ 9, found:	72.2734	118.195
Length   36/6, alignment  0/ 9, fail:	57.4062	112.984
Length   36/6, alignment  0/15, found:	72.0781	118.992
Length   36/6, alignment  0/15, fail:	58.2578	111.43
Length   36/6, alignment  3/ 0, found:	73.2656	119.992
Length   36/6, alignment  3/ 0, fail:	57.5391	113.125
Length   36/6, alignment  3/ 3, found:	74.25	118.531
Length   36/6, alignment  3/ 3, fail:	57.9609	113.227
Length   36/6, alignment  3/ 9, found:	72.1953	119.805
Length   36/6, alignment  3/ 9, fail:	57.7734	113.172
Length   36/6, alignment  3/15, found:	71.9531	118.375
Length   36/6, alignment  3/15, fail:	57.6484	111.906
Length   36/6, alignment  9/ 0, found:	74.3047	119.109
Length   36/6, alignment  9/ 0, fail:	57.3281	113.266
Length   36/6, alignment  9/ 3, found:	74.3594	118.672
Length   36/6, alignment  9/ 3, fail:	57.4609	113.312
Length   36/6, alignment  9/ 9, found:	74.2812	118.391
Length   36/6, alignment  9/ 9, fail:	57.4531	111.914
Length   36/6, alignment  9/15, found:	74.2578	118.383
Length   36/6, alignment  9/15, fail:	57.5625	112.25
Length   36/6, alignment 15/ 0, found:	72.5469	118.414
Length   36/6, alignment 15/ 0, fail:	57.6719	112.227
Length   36/6, alignment 15/ 3, found:	72.5547	120.75
Length   36/6, alignment 15/ 3, fail:	57.9688	111.484
Length   36/6, alignment 15/ 9, found:	71.0234	119.086
Length   36/6, alignment 15/ 9, fail:	57.5312	113.211
Length   36/6, alignment 15/15, found:	70.4375	118.273
Length   36/6, alignment 15/15, fail:	57.8438	111.57
Length   42/6, alignment  0/ 0, found:	77.1094	125.578
Length   42/6, alignment  0/ 0, fail:	62.5859	120.203
Length   42/6, alignment  0/ 3, found:	75.7734	125.453
Length   42/6, alignment  0/ 3, fail:	62.0469	118.945
Length   42/6, alignment  0/ 9, found:	72.9453	125.273
Length   42/6, alignment  0/ 9, fail:	62.3984	118.789
Length   42/6, alignment  0/15, found:	74.9531	125.195
Length   42/6, alignment  0/15, fail:	61	119.586
Length   42/6, alignment  3/ 0, found:	76.2734	125.883
Length   42/6, alignment  3/ 0, fail:	61.3203	119.883
Length   42/6, alignment  3/ 3, found:	74.0469	125.172
Length   42/6, alignment  3/ 3, fail:	60.7656	120.312
Length   42/6, alignment  3/ 9, found:	76.1719	125.516
Length   42/6, alignment  3/ 9, fail:	60.1172	120.641
Length   42/6, alignment  3/15, found:	76.2656	125.75
Length   42/6, alignment  3/15, fail:	60.5391	119.117
Length   42/6, alignment  9/ 0, found:	76.1406	127.305
Length   42/6, alignment  9/ 0, fail:	60.9766	120.266
Length   42/6, alignment  9/ 3, found:	71.4531	125.625
Length   42/6, alignment  9/ 3, fail:	61.6875	120.562
Length   42/6, alignment  9/ 9, found:	69.5312	125.375
Length   42/6, alignment  9/ 9, fail:	60.9688	119.344
Length   42/6, alignment  9/15, found:	69.0156	125.375
Length   42/6, alignment  9/15, fail:	61.6484	137.836
Length   42/6, alignment 15/ 0, found:	71.2734	125.508
Length   42/6, alignment 15/ 0, fail:	62.9219	119.266
Length   42/6, alignment 15/ 3, found:	69.9609	126.039
Length   42/6, alignment 15/ 3, fail:	61.3281	118.703
Length   42/6, alignment 15/ 9, found:	68.2656	125.203
Length   42/6, alignment 15/ 9, fail:	62.0234	118.805
Length   42/6, alignment 15/15, found:	68.5625	125.5
Length   42/6, alignment 15/15, fail:	61.6562	119.203
Length   48/6, alignment  0/ 0, found:	72.9297	132.805
Length   48/6, alignment  0/ 0, fail:	64.4062	127.734
Length   48/6, alignment  0/ 3, found:	73.9922	132.531
Length   48/6, alignment  0/ 3, fail:	66.2812	127.398
Length   48/6, alignment  0/ 9, found:	71.8359	132.445
Length   48/6, alignment  0/ 9, fail:	64.875	127.305
Length   48/6, alignment  0/15, found:	72.7422	132.516
Length   48/6, alignment  0/15, fail:	64.7969	125.867
Length   48/6, alignment  3/ 0, found:	80.3281	132.289
Length   48/6, alignment  3/ 0, fail:	63.6719	126.25
Length   48/6, alignment  3/ 3, found:	80.1406	132.062
Length   48/6, alignment  3/ 3, fail:	64.4297	127.891
Length   48/6, alignment  3/ 9, found:	79.9297	132.539
Length   48/6, alignment  3/ 9, fail:	66.6797	125.859
Length   48/6, alignment  3/15, found:	79.625	133.281
Length   48/6, alignment  3/15, fail:	64.4609	126.156
Length   48/6, alignment  9/ 0, found:	83.7266	132.633
Length   48/6, alignment  9/ 0, fail:	66.8438	126.016
Length   48/6, alignment  9/ 3, found:	79.8672	132.727
Length   48/6, alignment  9/ 3, fail:	65.7969	127.383
Length   48/6, alignment  9/ 9, found:	79.6719	149.664
Length   48/6, alignment  9/ 9, fail:	65.6094	127.406
Length   48/6, alignment  9/15, found:	79.8672	132.516
Length   48/6, alignment  9/15, fail:	64.4766	127.422
Length   48/6, alignment 15/ 0, found:	77.7266	132.5
Length   48/6, alignment 15/ 0, fail:	65.5391	126.023
Length   48/6, alignment 15/ 3, found:	79.2969	132.562
Length   48/6, alignment 15/ 3, fail:	65.5234	127.156
Length   48/6, alignment 15/ 9, found:	71.4609	132.5
Length   48/6, alignment 15/ 9, fail:	65.625	125.961
Length   48/6, alignment 15/15, found:	69.6562	132.32
Length   48/6, alignment 15/15, fail:	66.7812	127.438
Length   54/6, alignment  0/ 0, found:	79.0078	140.148
Length   54/6, alignment  0/ 0, fail:	72.0078	133.195
Length   54/6, alignment  0/ 3, found:	80.9141	139.891
Length   54/6, alignment  0/ 3, fail:	68.2578	133.414
Length   54/6, alignment  0/ 9, found:	75.4844	139.656
Length   54/6, alignment  0/ 9, fail:	67.9219	133.422
Length   54/6, alignment  0/15, found:	79.5469	139.812
Length   54/6, alignment  0/15, fail:	67.5312	133.906
Length   54/6, alignment  3/ 0, found:	74.5156	139.547
Length   54/6, alignment  3/ 0, fail:	67.8516	134.234
Length   54/6, alignment  3/ 3, found:	77.1797	139.375
Length   54/6, alignment  3/ 3, fail:	67.2422	133.125
Length   54/6, alignment  3/ 9, found:	75	139.398
Length   54/6, alignment  3/ 9, fail:	69.4219	132.914
Length   54/6, alignment  3/15, found:	83.4766	141.016
Length   54/6, alignment  3/15, fail:	67.6172	133.078
Length   54/6, alignment  9/ 0, found:	112.75	140.586
Length   54/6, alignment  9/ 0, fail:	71.8047	133.203
Length   54/6, alignment  9/ 3, found:	87.25	139.586
Length   54/6, alignment  9/ 3, fail:	71.2422	133.609
Length   54/6, alignment  9/ 9, found:	82.9531	139.594
Length   54/6, alignment  9/ 9, fail:	67.8203	135.406
Length   54/6, alignment  9/15, found:	84.6328	139.602
Length   54/6, alignment  9/15, fail:	69.4453	132.906
Length   54/6, alignment 15/ 0, found:	85.5312	140.203
Length   54/6, alignment 15/ 0, fail:	71.6484	134.219
Length   54/6, alignment 15/ 3, found:	83.8359	139.656
Length   54/6, alignment 15/ 3, fail:	70.9531	132.609
Length   54/6, alignment 15/ 9, found:	85.5859	139.711
Length   54/6, alignment 15/ 9, fail:	70.8516	132.75
Length   54/6, alignment 15/15, found:	87.0156	141.062
Length   54/6, alignment 15/15, fail:	70.7734	133.945
Length   60/6, alignment  0/ 0, found:	87.6484	147.07
Length   60/6, alignment  0/ 0, fail:	72.6094	140.82
Length   60/6, alignment  0/ 3, found:	79.5156	148.742
Length   60/6, alignment  0/ 3, fail:	72.1406	142.172
Length   60/6, alignment  0/ 9, found:	79.2812	147.164
Length   60/6, alignment  0/ 9, fail:	71.4531	140.133
Length   60/6, alignment  0/15, found:	79.1328	147.773
Length   60/6, alignment  0/15, fail:	71.3281	141.266
Length   60/6, alignment  3/ 0, found:	79.9844	148.188
Length   60/6, alignment  3/ 0, fail:	71.4062	140.297
Length   60/6, alignment  3/ 3, found:	81.7578	164.039
Length   60/6, alignment  3/ 3, fail:	76.1562	140.555
Length   60/6, alignment  3/ 9, found:	81.8438	146.695
Length   60/6, alignment  3/ 9, fail:	72.25	140.914
Length   60/6, alignment  3/15, found:	78.0781	146.82
Length   60/6, alignment  3/15, fail:	76.1328	139.578
Length   60/6, alignment  9/ 0, found:	81.7812	147.008
Length   60/6, alignment  9/ 0, fail:	75.8203	140.609
Length   60/6, alignment  9/ 3, found:	80.3125	148.172
Length   60/6, alignment  9/ 3, fail:	74.0938	141.094
Length   60/6, alignment  9/ 9, found:	81.0078	146.406
Length   60/6, alignment  9/ 9, fail:	74.3281	139.859
Length   60/6, alignment  9/15, found:	80.0938	146.461
Length   60/6, alignment  9/15, fail:	75.1172	140.352
Length   60/6, alignment 15/ 0, found:	82.2188	146.477
Length   60/6, alignment 15/ 0, fail:	74.3828	140.078
Length   60/6, alignment 15/ 3, found:	81.7266	146.859
Length   60/6, alignment 15/ 3, fail:	75.0234	141.742
