                       	oldstrsep	strsep	simple_strsep
Length   76/19, alignment  3/ 9, found:	60.0547	53.9219	520.43
Length   76/19, alignment  3/ 9, fail:	78.5703	77.1641	1013.27
Length   76/19, alignment  3/15, found:	56.0234	57.5625	519.398
Length   76/19, alignment  3/15, fail:	78.3281	79.8984	989.227
Length   76/19, alignment  9/ 0, found:	60.3984	57.2266	518.672
Length   76/19, alignment  9/ 0, fail:	78.5234	79.6016	989.594
Length   76/19, alignment  9/ 3, found:	55.3906	56.8281	520.711
Length   76/19, alignment  9/ 3, fail:	78.8906	76.7422	989.578
Length   76/19, alignment  9/ 9, found:	60.25	53.4375	543.758
Length   76/19, alignment  9/ 9, fail:	78.4922	76.1953	989.945
Length   76/19, alignment  9/15, found:	55.7812	55.8359	520.297
Length   76/19, alignment  9/15, fail:	79.2734	79.5	989.742
Length   76/19, alignment 15/ 0, found:	59.7734	57.3672	519.414
Length   76/19, alignment 15/ 0, fail:	78.8281	79.6719	989.43
Length   76/19, alignment 15/ 3, found:	55.7656	56.0625	519.469
Length   76/19, alignment 15/ 3, fail:	79.2891	79.9375	1012.73
Length   76/19, alignment 15/ 9, found:	60.3359	53.6719	519.234
Length   76/19, alignment 15/ 9, fail:	79.1875	77.4688	989.5
Length   76/19, alignment 15/15, found:	55.4141	56.375	520.047
Length   76/19, alignment 15/15, fail:	78.6016	79.9297	989.734
Length   95/19, alignment  0/ 0, found:	61.5781	60.6875	630.094
Length   95/19, alignment  0/ 0, fail:	89.8828	89.3906	1254.34
Length   95/19, alignment  0/ 3, found:	57.7422	60.3281	630.719
Length   95/19, alignment  0/ 3, fail:	87.1875	88.9922	1228.59
Length   95/19, alignment  0/ 9, found:	62.0391	60.1797	631.086
Length   95/19, alignment  0/ 9, fail:	87.9531	86.3125	1228.16
Length   95/19, alignment  0/15, found:	58.4219	59.3438	631.195
Length   95/19, alignment  0/15, fail:	86.1562	87.7578	1248.52
Length   95/19, alignment  3/ 0, found:	61.1953	59.8281	636.688
Length   95/19, alignment  3/ 0, fail:	89.9297	89.5469	1228.83
Length   95/19, alignment  3/ 3, found:	58.6641	59.3906	631.195
Length   95/19, alignment  3/ 3, fail:	86.7656	87.6094	1228.44
Length   95/19, alignment  3/ 9, found:	60.0547	57.6406	631.539
Length   95/19, alignment  3/ 9, fail:	85.7188	86.4219	1285.54
Length   95/19, alignment  3/15, found:	60.2188	61.3594	657.867
Length   95/19, alignment  3/15, fail:	89.5625	90.9375	1274.41
Length   95/19, alignment  9/ 0, found:	64.3516	61.3438	654.984
Length   95/19, alignment  9/ 0, fail:	93.5156	92.7656	1273.65
Length   95/19, alignment  9/ 3, found:	60.4688	60.6953	670.289
Length   95/19, alignment  9/ 3, fail:	89.4219	89.7969	1273.96
Length   95/19, alignment  9/ 9, found:	61.8672	59.2266	655.031
Length   95/19, alignment  9/ 9, fail:	90.2266	88.3047	1273.75
Length   95/19, alignment  9/15, found:	59.9922	60.7266	655.039
Length   95/19, alignment  9/15, fail:	88.75	90.6172	1288.26
Length   95/19, alignment 15/ 0, found:	64.0234	62	653.852
Length   95/19, alignment 15/ 0, fail:	92.7891	92.6406	1273.7
Length   95/19, alignment 15/ 3, found:	60.75	61.2578	658.852
Length   95/19, alignment 15/ 3, fail:	90.2734	91.2734	1274.12
Length   95/19, alignment 15/ 9, found:	61.2734	59.3906	658.812
Length   95/19, alignment 15/ 9, fail:	91.0938	89.2188	1290.19
Length   95/19, alignment 15/15, found:	60.5703	61.5391	653.828
Length   95/19, alignment 15/15, fail:	89.9609	91.2031	1273.34
Length  114/19, alignment  0/ 0, found:	68.3828	67.3281	785.016
Length  114/19, alignment  0/ 0, fail:	105.984	104.172	1522.28
Length  114/19, alignment  0/ 3, found:	69.2734	66.8828	801.859
Length  114/19, alignment  0/ 3, fail:	103.797	104.609	1522.64
Length  114/19, alignment  0/ 9, found:	67.6484	67.8125	786.648
Length  114/19, alignment  0/ 9, fail:	103.328	102.797	1522.28
Length  114/19, alignment  0/15, found:	66.2891	66.4375	785.469
Length  114/19, alignment  0/15, fail:	103.18	103.953	1535.61
Length  114/19, alignment  3/ 0, found:	68.7344	66.4688	786.977
Length  114/19, alignment  3/ 0, fail:	103.211	103.961	1522.38
Length  114/19, alignment  3/ 3, found:	66.0625	66.5547	786.812
Length  114/19, alignment  3/ 3, fail:	103.328	103.742	1537.36
Length  114/19, alignment  3/ 9, found:	67.7188	67.3125	787.18
Length  114/19, alignment  3/ 9, fail:	104.805	102.5	1523.52
Length  114/19, alignment  3/15, found:	66.5938	66.5	785.266
Length  114/19, alignment  3/15, fail:	103.562	103.609	1522.07
Length  114/19, alignment  9/ 0, found:	68.5547	66.4531	800.844
Length  114/19, alignment  9/ 0, fail:	103	103.617	1521.84
Length  114/19, alignment  9/ 3, found:	65.3047	66.1094	786.367
Length  114/19, alignment  9/ 3, fail:	103.547	104.109	1522.32
Length  114/19, alignment  9/ 9, found:	66.4062	66.8203	786.312
Length  114/19, alignment  9/ 9, fail:	104.422	102.031	1538.15
Length  114/19, alignment  9/15, found:	65.8125	66.0469	787.547
Length  114/19, alignment  9/15, fail:	104.195	103.484	1522.24
Length  114/19, alignment 15/ 0, found:	67	66.8359	787.562
Length  114/19, alignment 15/ 0, fail:	104.219	103.375	1537.82
Length  114/19, alignment 15/ 3, found:	66.25	66.9609	849.43
Length  114/19, alignment 15/ 3, fail:	103.555	103.734	1525.52
Length  114/19, alignment 15/ 9, found:	67.3672	67.5	787.086
Length  114/19, alignment 15/ 9, fail:	103.852	102.312	1521.77
Length  114/19, alignment 15/15, found:	66.2266	66.6875	795.93
Length  114/19, alignment 15/15, fail:	95.9297	96.8516	1418.2
Length  133/19, alignment  0/ 0, found:	68.0156	69.9844	762.641
Length  133/19, alignment  0/ 0, fail:	89.0859	87.7969	1331.09
Length  133/19, alignment  0/ 3, found:	59.8516	60.7188	740.172
Length  133/19, alignment  0/ 3, fail:	95.4531	96.0859	1465.08
Length  133/19, alignment  0/ 9, found:	60.9609	60.8672	740.523
Length  133/19, alignment  0/ 9, fail:	97.375	92.2422	1450.16
Length  133/19, alignment  0/15, found:	59.9766	59.7578	739.602
Length  133/19, alignment  0/15, fail:	94.7188	95.4219	1493.62
Length  133/19, alignment  3/ 0, found:	63.1484	64.7891	819.594
Length  133/19, alignment  3/ 0, fail:	103.273	101.836	1544.5
Length  133/19, alignment  3/ 3, found:	64.9062	63.3359	787.781
Length  133/19, alignment  3/ 3, fail:	101.258	100.328	1542.3
Length  133/19, alignment  3/ 9, found:	63.9844	64.8281	807.703
Length  133/19, alignment  3/ 9, fail:	103.078	98.0312	1542.23
Length  133/19, alignment  3/15, found:	64.4766	63.8516	787.742
Length  133/19, alignment  3/15, fail:	100.883	101.625	1542.27
Length  133/19, alignment  9/ 0, found:	63.0312	64.3125	788.43
Length  133/19, alignment  9/ 0, fail:	102.414	101.547	1561.64
Length  133/19, alignment  9/ 3, found:	64.9375	64	788.484
Length  133/19, alignment  9/ 3, fail:	100.406	99.9141	1542.02
Length  133/19, alignment  9/ 9, found:	64.0156	64.3672	787.75
Length  133/19, alignment  9/ 9, fail:	103.938	97.4062	1562.04
Length  133/19, alignment  9/15, found:	64.1797	63.9375	787.406
Length  133/19, alignment  9/15, fail:	99.6484	101.352	1561.84
Length  133/19, alignment 15/ 0, found:	67.9453	68.7734	842.039
Length  133/19, alignment 15/ 0, fail:	108.742	109.016	1647.98
Length  133/19, alignment 15/ 3, found:	68.2578	68.75	873.648
Length  133/19, alignment 15/ 3, fail:	107.797	108.945	1647.88
Length  133/19, alignment 15/ 9, found:	68.1797	68.2031	842.125
Length  133/19, alignment 15/ 9, fail:	105.391	104.508	1648.05
Length  133/19, alignment 15/15, found:	68.5	67.6719	864.148
Length  133/19, alignment 15/15, fail:	107.531	107.438	1648.3
Length   80/20, alignment  0/ 0, found:	58.6953	56.4922	545.867
Length   80/20, alignment  0/ 0, fail:	80.8203	79.9531	1051.68
Length   80/20, alignment  0/ 3, found:	54.7422	56.1328	540.477
Length   80/20, alignment  0/ 3, fail:	78.8281	80.2344	1052.7
Length   80/20, alignment  0/ 9, found:	57.5312	55.3438	559.523
Length   80/20, alignment  0/ 9, fail:	80.0547	76.9297	1050.22
Length   80/20, alignment  0/15, found:	54.3984	55.7422	539.406
Length   80/20, alignment  0/15, fail:	79.3438	78.5938	1049.21
Length   80/20, alignment  3/ 0, found:	59.4688	55.8438	542.336
Length   80/20, alignment  3/ 0, fail:	80.2656	79.8281	1049.41
Length   80/20, alignment  3/ 3, found:	53.7969	55.4766	540.977
Length   80/20, alignment  3/ 3, fail:	78.6172	102.312	1051.88
Length   80/20, alignment  3/ 9, found:	57.7344	54.3438	542.008
Length   80/20, alignment  3/ 9, fail:	80.0781	75.8672	1049.34
Length   80/20, alignment  3/15, found:	54.3672	55.4531	542.203
Length   80/20, alignment  3/15, fail:	78.9609	79.0859	1051.59
Length   80/20, alignment  9/ 0, found:	58.6094	55.625	542.203
Length   80/20, alignment  9/ 0, fail:	79.9844	79.6641	1070.12
Length   80/20, alignment  9/ 3, found:	53.9062	54.7422	540.547
Length   80/20, alignment  9/ 3, fail:	78.625	79.2031	1052.05
Length   80/20, alignment  9/ 9, found:	57.6953	54.5078	538.312
Length   80/20, alignment  9/ 9, fail:	79.8594	75.9688	1049.3
Length   80/20, alignment  9/15, found:	54.4766	54.7656	538.219
Length   80/20, alignment  9/15, fail:	78.7734	76.7969	1074.9
Length   80/20, alignment 15/ 0, found:	57.7891	55.7656	539.742
Length   80/20, alignment 15/ 0, fail:	81.0156	79.4141	1056.83
Length   80/20, alignment 15/ 3, found:	53.6406	55.2734	541.836
Length   80/20, alignment 15/ 3, fail:	80.6875	78.9609	1049.26
Length   80/20, alignment 15/ 9, found:	57.4141	54.1953	541.969
Length   80/20, alignment 15/ 9, fail:	80.1562	75.875	1051.22
Length   80/20, alignment 15/15, found:	55.3125	55.2344	560.141
Length   80/20, alignment 15/15, fail:	78.7734	79.3125	1023.59
Length  100/20, alignment  0/ 0, found:	56.5234	56.4141	623.422
Length  100/20, alignment  0/ 0, fail:	82.8984	83.7344	1219.41
Length  100/20, alignment  0/ 3, found:	55.3281	55.6953	623.125
Length  100/20, alignment  0/ 3, fail:	81.4688	82.7344	1220.02
Length  100/20, alignment  0/ 9, found:	55.1953	55.8984	638.852
Length  100/20, alignment  0/ 9, fail:	81.6719	82.2109	1219.02
Length  100/20, alignment  0/15, found:	54.5625	55.1797	625.422
Length  100/20, alignment  0/15, fail:	80.3047	82.0078	1219.07
Length  100/20, alignment  3/ 0, found:	59.0859	55.8984	624.742
Length  100/20, alignment  3/ 0, fail:	82.375	82.7812	1219.71
Length  100/20, alignment  3/ 3, found:	53.6562	55.0234	637.836
Length  100/20, alignment  3/ 3, fail:	80.8594	82.1172	1221.91
Length  100/20, alignment  3/ 9, found:	56.7734	55.4453	628.867
Length  100/20, alignment  3/ 9, fail:	82.0703	81.8438	1282.57
Length  100/20, alignment  3/15, found:	60.2656	61.1875	691.883
Length  100/20, alignment  3/15, fail:	90.0938	90.5547	1376.15
Length  100/20, alignment  9/ 0, found:	64.4375	61.1953	691.43
Length  100/20, alignment  9/ 0, fail:	90.6406	91.4219	1352.11
Length  100/20, alignment  9/ 3, found:	59.9766	60.6328	692.727
Length  100/20, alignment  9/ 3, fail:	90.3828	90.6641	1352.09
Length  100/20, alignment  9/ 9, found:	60.7578	61.6875	694.328
Length  100/20, alignment  9/ 9, fail:	90.8203	90.8125	1368.8
Length  100/20, alignment  9/15, found:	61.6172	60.6875	696.234
Length  100/20, alignment  9/15, fail:	89.2656	90.4531	1350.18
Length  100/20, alignment 15/ 0, found:	61.625	61.7109	692.039
Length  100/20, alignment 15/ 0, fail:	90.9922	91.8203	1349.78
Length  100/20, alignment 15/ 3, found:	59.4141	76.7109	690.391
Length  100/20, alignment 15/ 3, fail:	89.5625	90.7109	1352.05
Length  100/20, alignment 15/ 9, found:	60.7266	61.5312	691.016
Length  100/20, alignment 15/ 9, fail:	90.1641	90.5	1350.09
Length  100/20, alignment 15/15, found:	59.3984	61.2422	694.945
Length  100/20, alignment 15/15, fail:	90.1719	90.4609	1368.65
Length  120/20, alignment  0/ 0, found:	67.3594	67.9453	821.602
Length  120/20, alignment  0/ 0, fail:	105.758	105.672	1617.88
Length  120/20, alignment  0/ 3, found:	68.3359	68.9531	821.688
Length  120/20, alignment  0/ 3, fail:	106.164	106.156	1632.98
Length  120/20, alignment  0/ 9, found:	67.7031	67.8828	822.148
Length  120/20, alignment  0/ 9, fail:	105.609	102.836	1615.19
Length  120/20, alignment  0/15, found:	67.625	67.3203	824.391
Length  120/20, alignment  0/15, fail:	105.688	106.211	1618.91
Length  120/20, alignment  3/ 0, found:	66.7266	67.4375	842.234
Length  120/20, alignment  3/ 0, fail:	105.25	105.508	1624.16
Length  120/20, alignment  3/ 3, found:	67.1406	67.0078	822.055
Length  120/20, alignment  3/ 3, fail:	106.141	105.969	1619.12
Length  120/20, alignment  3/ 9, found:	67.6641	67.0156	835.688
Length  120/20, alignment  3/ 9, fail:	104.766	101.992	1623.5
Length  120/20, alignment  3/15, found:	67.8906	67.7578	1086.98
Length  120/20, alignment  3/15, fail:	104.383	105.859	1618.3
Length  120/20, alignment  9/ 0, found:	66.5703	67.9766	821.602
Length  120/20, alignment  9/ 0, fail:	104.18	119.148	1617.77
Length  120/20, alignment  9/ 3, found:	65.5938	66.4531	819.836
Length  120/20, alignment  9/ 3, fail:	103.555	105.555	1618.78
Length  120/20, alignment  9/ 9, found:	67.5234	67.0156	821.656
Length  120/20, alignment  9/ 9, fail:	102.938	102.805	1638.16
Length  120/20, alignment  9/15, found:	65.6406	67.6406	820.219
Length  120/20, alignment  9/15, fail:	105.703	105.867	1616.75
Length  120/20, alignment 15/ 0, found:	66.4219	66.9688	821.516
Length  120/20, alignment 15/ 0, fail:	103.609	105.312	1635.27
Length  120/20, alignment 15/ 3, found:	66.0078	67.7109	821.703
Length  120/20, alignment 15/ 3, fail:	105.133	105.648	1616.02
Length  120/20, alignment 15/ 9, found:	67.1328	67.1797	819.352
Length  120/20, alignment 15/ 9, fail:	105.32	102.602	1615.7
Length  120/20, alignment 15/15, found:	66.6172	80.5234	820.086
Length  120/20, alignment 15/15, fail:	103.938	105.289	1613.45
Length  140/20, alignment  0/ 0, found:	73.6562	76.1016	952.414
Length  140/20, alignment  0/ 0, fail:	117.953	116.25	1876.34
Length  140/20, alignment  0/ 3, found:	75.8359	76.9766	972.203
Length  140/20, alignment  0/ 3, fail:	116.008	116.352	1878.46
Length  140/20, alignment  0/ 9, found:	75.3203	74.3359	959.07
Length  140/20, alignment  0/ 9, fail:	117.656	114.078	1891.55
Length  140/20, alignment  0/15, found:	75.5312	76.2109	959.391
Length  140/20, alignment  0/15, fail:	114.492	115.047	1878.38
Length  140/20, alignment  3/ 0, found:	73.8125	76.1953	953.305
Length  140/20, alignment  3/ 0, fail:	116.094	115.938	1893.88
Length  140/20, alignment  3/ 3, found:	74.0391	76.2578	959.406
Length  140/20, alignment  3/ 3, fail:	116.109	115.172	1876.73
Length  140/20, alignment  3/ 9, found:	74.6016	73.4062	953.586
Length  140/20, alignment  3/ 9, fail:	117.398	113.523	1904.38
Length  140/20, alignment  3/15, found:	75.5391	76.3828	955.594
Length  140/20, alignment  3/15, fail:	114.281	115.453	1885.77
Length  140/20, alignment  9/ 0, found:	74.1562	75.1641	954.906
Length  140/20, alignment  9/ 0, fail:	117.5	115.703	1895.15
Length  140/20, alignment  9/ 3, found:	75.8281	76.3906	959.43
Length  140/20, alignment  9/ 3, fail:	113.906	115.133	1880.65
Length  140/20, alignment  9/ 9, found:	75.3281	73.6797	958.07
Length  140/20, alignment  9/ 9, fail:	116.219	114	1892.02
Length  140/20, alignment  9/15, found:	75.8672	75.8672	957.406
Length  140/20, alignment  9/15, fail:	115.555	115.016	1886.23
Length  140/20, alignment 15/ 0, found:	74.7109	75.4688	957.562
Length  140/20, alignment 15/ 0, fail:	118.016	115.531	1895.28
Length  140/20, alignment 15/ 3, found:	75.7031	76.1328	957.672
Length  140/20, alignment 15/ 3, fail:	114.539	115.469	1886.47
Length  140/20, alignment 15/ 9, found:	76.2188	73.5234	955.453
Length  140/20, alignment 15/ 9, fail:	116.789	113.672	1903.65
Length  140/20, alignment 15/15, found:	76.5938	76.2734	957.492
Length  140/20, alignment 15/15, fail:	115.516	115.234	1877.57
Length   84/21, alignment  0/ 0, found:	58.9922	59.1094	614
Length   84/21, alignment  0/ 0, fail:	87.75	84.7578	1233.61
Length   84/21, alignment  0/ 3, found:	59.3359	60.8438	635.156
Length   84/21, alignment  0/ 3, fail:	88.4922	87.7812	1247.61
Length   84/21, alignment  0/ 9, found:	61.5938	60.6719	633.242
Length   84/21, alignment  0/ 9, fail:	88.5312	84.8516	1234.05
Length   84/21, alignment  0/15, found:	58.625	60.4219	651.719
Length   84/21, alignment  0/15, fail:	86.6719	86.8516	1235.59
Length   84/21, alignment  3/ 0, found:	63.1719	61.5	634.125
Length   84/21, alignment  3/ 0, fail:	88.4922	87.8438	1234.16
Length   84/21, alignment  3/ 3, found:	58.5391	60.4531	634.594
Length   84/21, alignment  3/ 3, fail:	88.9219	87.0078	1233.57
Length   84/21, alignment  3/ 9, found:	61.5312	60.3828	627.109
Length   84/21, alignment  3/ 9, fail:	83.1719	79.1484	1149
Length   84/21, alignment  3/15, found:	55.2031	56.2109	530.859
Length   84/21, alignment  3/15, fail:	65.3281	65.125	925.602
Length   84/21, alignment  9/ 0, found:	46.9297	45.1484	475.141
Length   84/21, alignment  9/ 0, fail:	66.6484	65.6797	925.398
Length   84/21, alignment  9/ 3, found:	44.3125	44.8828	475.367
Length   84/21, alignment  9/ 3, fail:	65.4688	70.5469	1028.23
Length   84/21, alignment  9/ 9, found:	50.3281	49.1016	517.555
Length   84/21, alignment  9/ 9, fail:	73.1484	69.1406	1011.73
Length   84/21, alignment  9/15, found:	48.6406	48.9766	518.016
Length   84/21, alignment  9/15, fail:	70.5625	71.1016	1009.55
Length   84/21, alignment 15/ 0, found:	51.2734	49.3281	517.422
Length   84/21, alignment 15/ 0, fail:	72.7031	71.1953	1009.9
Length   84/21, alignment 15/ 3, found:	48.625	49.6094	536.555
Length   84/21, alignment 15/ 3, fail:	72.1719	71.75	1009.78
Length   84/21, alignment 15/ 9, found:	50.7656	49.4141	517.453
Length   84/21, alignment 15/ 9, fail:	72.5938	69.1406	1071.53
Length   84/21, alignment 15/15, found:	51.1719	52.5	550.234
Length   84/21, alignment 15/15, fail:	75.8594	75.8984	1074.8
Length  105/21, alignment  0/ 0, found:	56.8828	57.2734	692.086
Length  105/21, alignment  0/ 0, fail:	87.0391	86.3047	1335.23
Length  105/21, alignment  0/ 3, found:	56.875	57.4531	674.75
Length  105/21, alignment  0/ 3, fail:	88.0703	86.3438	1338
Length  105/21, alignment  0/ 9, found:	56.0938	57.4141	676.867
Length  105/21, alignment  0/ 9, fail:	87.2578	85.9531	1356.46
Length  105/21, alignment  0/15, found:	55.7656	56.5391	675.062
Length  105/21, alignment  0/15, fail:	90.6484	85.7344	1337.21
Length  105/21, alignment  3/ 0, found:	57.1484	57.5938	675.148
Length  105/21, alignment  3/ 0, fail:	86.6953	85.8906	1334.74
Length  105/21, alignment  3/ 3, found:	55.4453	56.4531	674.227
Length  105/21, alignment  3/ 3, fail:	87.2266	85.4297	1357.72
Length  105/21, alignment  3/ 9, found:	57.0234	57.3125	672.336
Length  105/21, alignment  3/ 9, fail:	86.0156	85.3203	1334.86
Length  105/21, alignment  3/15, found:	57.6562	56.625	675.883
Length  105/21, alignment  3/15, fail:	88.3047	85.2891	1334.64
Length  105/21, alignment  9/ 0, found:	57.9375	56.6172	698.43
Length  105/21, alignment  9/ 0, fail:	86.2969	85.5391	1337.54
Length  105/21, alignment  9/ 3, found:	55.4531	56.1797	677.445
Length  105/21, alignment  9/ 3, fail:	85.4688	85.2344	1334.77
Length  105/21, alignment  9/ 9, found:	56.4297	57.9766	675.297
Length  105/21, alignment  9/ 9, fail:	99.5078	85.9844	1351.36
Length  105/21, alignment  9/15, found:	55.6719	56.2969	677.281
Length  105/21, alignment  9/15, fail:	86.8047	84.9062	1335.04
Length  105/21, alignment 15/ 0, found:	57.0156	56.8672	673.055
Length  105/21, alignment 15/ 0, fail:	86.1953	85.7031	1334.78
Length  105/21, alignment 15/ 3, found:	57.5625	56.8281	676.805
